station_id,StationName,AvailableDocks,TotalDocks,latitude,longitude,StatusValue,StatusKey,AvailableBikes
301,E 2 St & Avenue B,30,58,40.72217444,-73.98368779,In Service,1,28
304,Broadway & Battery Pl,17,33,40.70463334,-74.01361706,In Service,1,14
377,6 Ave & Canal St,21,45,40.72243797,-74.00566443,In Service,1,22
402,Broadway & E 22 St,21,39,40.7403432,-73.98955109,In Service,1,14
438,St Marks Pl & 1 Ave,10,47,40.72779126,-73.98564945,In Service,1,34
3223,E 55 St & 3 Ave,40,53,40.75899656,-73.96865398,In Service,1,13
3233,E 48 St & 5 Ave,29,39,40.75724568,-73.97805914,In Service,1,8
3255,8 Ave & W 31 St,10,19,40.75058535,-73.99468482,In Service,1,6
3443,W 52 St & 6 Ave,4,41,40.76132983,-73.97982001,In Service,1,36
3457,E 58 St & Madison Ave,22,46,40.76302594,-73.97209525,In Service,1,23
72,W 52 St & 11 Ave,40,55,40.76727216,-73.99392888,In Service,1,14
79,Franklin St & W Broadway,11,33,40.71911552,-74.00666661,In Service,1,18
82,St James Pl & Pearl St,0,27,40.71117416,-74.00016545,In Service,1,27
83,Atlantic Ave & Fort Greene Pl,37,62,40.68382604,-73.97632328,In Service,1,22
119,Park Ave & St Edwards St,7,19,40.69608941,-73.97803415,In Service,1,12
120,Lexington Ave & Classon Ave,2,19,40.68676793,-73.95928168,In Service,1,16
127,Barrow St & Hudson St,2,31,40.73172428,-74.00674436,In Service,1,25
128,MacDougal St & Prince St,5,30,40.72710258,-74.00297088,In Service,1,22
143,Clinton St & Joralemon St,0,24,40.69239502,-73.99337909,In Service,1,23
144,Nassau St & Navy St,4,19,40.69839895,-73.98068914,In Service,1,14
146,Hudson St & Reade St,18,39,40.71625008,-74.0091059,In Service,1,18
150,E 2 St & Avenue C,13,54,40.7208736,-73.98085795,In Service,1,39
151,Cleveland Pl & Spring St,19,33,40.72210379,-73.99724901,In Service,1,11
157,Henry St & Atlantic Ave,12,23,40.69089272,-73.99612349,In Service,1,9
161,LaGuardia Pl & W 3 St,7,35,40.72917025,-73.99810231,In Service,1,25
164,E 47 St & 2 Ave,41,47,40.75323098,-73.97032517,In Service,1,5
167,E 39 St & 3 Ave,41,45,40.7489006,-73.97604882,In Service,1,3
168,W 18 St & 6 Ave,13,47,40.73971301,-73.99456405,In Service,1,34
173,Broadway & W 49 St,16,51,40.76068327,-73.98452729,In Service,1,32
174,E 25 St & 1 Ave,2,30,40.7381765,-73.97738662,In Service,1,25
195,Liberty St & Broadway,36,45,40.70905623,-74.01043382,In Service,1,8
212,W 16 St & The High Line,35,60,40.74334935,-74.00681753,In Service,1,23
216,Columbia Heights & Cranberry St,18,23,40.70037867,-73.99548059,In Service,1,3
217,Old Fulton St,24,39,40.70277159,-73.99383605,In Service,1,15
223,W 13 St & 7 Ave,16,33,40.73781509,-73.99994661,In Service,1,16
224,Spruce St & Nassau St,17,31,40.71146364,-74.00552427,In Service,1,14
228,E 48 St & 3 Ave,37,55,40.7546011,-73.97187886,In Service,1,18
229,Great Jones St,4,23,40.72743423,-73.99379025,In Service,1,15
236,St Marks Pl & 2 Ave,17,47,40.7284186,-73.98713956,In Service,1,29
237,E 11 St & 2 Ave,19,27,40.73047309,-73.98672378,In Service,1,2
238,Bank St & Washington St,11,31,40.7361967,-74.00859207,In Service,1,19
239,Willoughby St & Fleet St,15,31,40.69196566,-73.9813018,In Service,1,16
241,DeKalb Ave & S Portland Ave,10,23,40.68981035,-73.97493121,In Service,1,12
242,Carlton Ave & Flushing Ave,0,23,40.697787,-73.973736,In Service,1,19
243,Fulton St & Rockwell Pl,17,31,40.688226,-73.979382,In Service,1,10
244,Willoughby Ave & Hall St,24,31,40.69196035,-73.96536851,In Service,1,4
245,Myrtle Ave & St Edwards St,10,23,40.69327018,-73.97703874,In Service,1,13
247,Perry St & Bleecker St,13,54,40.73535398,-74.00483091,In Service,1,40
248,Laight St & Hudson St,13,23,40.72185379,-74.00771779,In Service,1,6
249,Harrison St & Hudson St,19,27,40.71870987,-74.0090009,In Service,1,7
251,Mott St & Prince St,7,27,40.72317958,-73.99480012,In Service,1,18
252,MacDougal St & Washington Sq,14,33,40.73226398,-73.99852205,In Service,1,16
254,W 11 St & 6 Ave,16,59,40.73532427,-73.99800419,In Service,1,41
257,Lispenard St & Broadway,18,39,40.71939226,-74.00247214,In Service,1,13
258,DeKalb Ave & Vanderbilt Ave,12,23,40.68940747,-73.96885458,In Service,1,11
259,South St & Whitehall St,11,39,40.70122128,-74.01234218,In Service,1,24
260,Broad St & Bridge St,0,0,40.70365182,-74.01167797,Not In Service,3,0
261,Johnson St & Gold St,12,27,40.69474881,-73.98362464,In Service,1,13
262,Washington Park,15,24,40.6917823,-73.9737299,In Service,1,8
264,Maiden Ln & Pearl St,1,27,40.70706456,-74.00731853,In Service,1,21
265,Stanton St & Chrystie St,14,35,40.72229346,-73.99147535,In Service,1,17
266,Avenue D & E 8 St,5,30,40.72368361,-73.97574813,In Service,1,22
267,Broadway & W 36 St,48,57,40.75097711,-73.98765428,In Service,1,8
268,Howard St & Centre St,1,27,40.71910537,-73.99973337,In Service,1,20
270,Adelphi St & Myrtle Ave,17,23,40.69308257,-73.97178913,In Service,1,5
274,Lafayette Ave & Fort Greene Pl,1,31,40.68691865,-73.976682,In Service,1,30
275,Washington Ave & Greene Ave,7,19,40.68650065,-73.96563307,In Service,1,6
276,Duane St & Greenwich St,2,25,40.71748752,-74.0104554,In Service,1,22
278,Concord St & Bridge St,9,19,40.69766564,-73.98476437,In Service,1,7
279,Peck Slip & Front St,7,36,40.707873,-74.00167,In Service,1,27
280,E 10 St & 5 Ave,3,31,40.73331967,-73.99510132,In Service,1,25
281,Grand Army Plaza & Central Park S,11,66,40.7643971,-73.97371465,In Service,1,40
282,Kent Ave & S 11 St,16,27,40.70764494,-73.96841526,In Service,1,10
285,Broadway & E 14 St,16,53,40.73454567,-73.99074142,In Service,1,36
289,Monroe St & Classon Ave,12,19,40.6845683,-73.95881081,In Service,1,7
291,Madison St & Montgomery St,11,20,40.713126,-73.984844,In Service,1,9
293,Lafayette St & E 8 St,12,55,40.73020661,-73.99102628,In Service,1,41
295,Pike St & E Broadway,9,24,40.71406667,-73.99293911,In Service,1,13
296,Division St & Bowery,4,35,40.71413089,-73.9970468,In Service,1,27
297,E 15 St & 3 Ave,15,27,40.734232,-73.986923,In Service,1,10
298,3 Ave & Schermerhorn St,13,35,40.68683208,-73.9796772,In Service,1,18
302,Avenue D & E 3 St,11,23,40.72082834,-73.97793172,In Service,1,12
303,Mercer St & Spring St,35,67,40.72362738,-73.99949601,In Service,1,32
305,E 58 St & 3 Ave,16,33,40.76095756,-73.96724467,In Service,1,16
307,Canal St & Rutgers St,14,30,40.71427487,-73.98990025,In Service,1,16
308,St James Pl & Oliver St,2,27,40.71307916,-73.99851193,In Service,1,24
309,Murray St & West St,20,41,40.7149787,-74.013012,In Service,1,18
310,State St & Smith St,0,36,40.68926942,-73.98912867,In Service,1,33
311,Norfolk St & Broome St,6,31,40.7172274,-73.98802084,In Service,1,25
312,Allen St & Stanton St,14,31,40.722055,-73.989111,In Service,1,15
313,Washington Ave & Park Ave,12,23,40.69610226,-73.96751037,In Service,1,11
314,Cadman Plaza West & Montague St,22,39,40.69383,-73.990539,In Service,1,16
315,South St & Gouverneur Ln,4,29,40.70355377,-74.00670227,In Service,1,22
316,Fulton St & William St,24,43,40.70955958,-74.00653609,In Service,1,19
317,E 6 St & Avenue B,36,54,40.72453734,-73.98185424,In Service,1,15
319,Fulton St & Broadway,15,33,40.711066,-74.009447,In Service,1,17
320,Leonard St & Church St,8,27,40.717571,-74.005549,In Service,1,17
321,Cadman Plaza E & Red Cross Pl,20,27,40.69991755,-73.98971773,In Service,1,7
322,Clinton St & Tillary St,0,0,40.696192,-73.991218,Not In Service,3,0
323,Lawrence St & Willoughby St,22,39,40.69236178,-73.98631746,In Service,1,15
324,DeKalb Ave & Hudson Ave,14,51,40.689888,-73.981013,In Service,1,35
325,E 19 St & 3 Ave,31,35,40.73624527,-73.98473765,In Service,1,4
326,E 11 St & 1 Ave,20,41,40.72953837,-73.98426726,In Service,1,20
327,Vesey Pl & River Terrace,33,39,40.7153379,-74.01658354,In Service,1,4
328,Watts St & Greenwich St,9,23,40.72405549,-74.00965965,In Service,1,12
330,Reade St & Broadway,24,39,40.71450451,-74.00562789,In Service,1,12
331,Pike St & Monroe St,7,27,40.71173107,-73.99193043,In Service,1,12
332,Cherry St,15,36,40.71219906,-73.97948148,In Service,1,19
334,W 20 St & 7 Ave,20,31,40.74238787,-73.99726235,In Service,1,10
335,Washington Pl & Broadway,9,27,40.72903917,-73.99404649,In Service,1,16
336,Sullivan St & Washington Sq,14,36,40.73047747,-73.99906065,In Service,1,20
337,Old Slip & Front St,11,37,40.7037992,-74.00838676,In Service,1,26
339,Avenue D & E 12 St,2,30,40.72580614,-73.97422494,In Service,1,24
340,Madison St & Clinton St,7,27,40.71269042,-73.98776323,In Service,1,19
341,Stanton St & Mangin St,0,19,40.71782143,-73.97628939,In Service,1,13
342,Columbia St & Rivington St,7,29,40.71739973,-73.98016555,In Service,1,21
343,Clinton Ave & Flushing Ave,9,23,40.69794,-73.96986848,In Service,1,13
344,Monroe St & Bedford Ave,7,23,40.6851443,-73.95380904,In Service,1,16
346,Bank St & Hudson St,11,27,40.73652889,-74.00618026,In Service,1,16
347,Greenwich St & W Houston St,3,35,40.728846,-74.008591,In Service,1,26
349,Rivington St & Ridge St,14,61,40.71850211,-73.98329859,In Service,1,42
350,Clinton St & Grand St,14,28,40.71559509,-73.9870295,In Service,1,13
351,Front St & Maiden Ln,11,39,40.70530954,-74.00612572,In Service,1,27
353,S Portland Ave & Hanson Pl,0,27,40.68539567,-73.97431458,In Service,1,27
354,Emerson Pl & Myrtle Ave,10,23,40.69363137,-73.96223558,In Service,1,11
355,Bayard St & Baxter St,18,43,40.71602118,-73.99974372,In Service,1,24
356,Bialystoker Pl & Delancey St,9,23,40.71622644,-73.98261206,In Service,1,13
357,E 11 St & Broadway,12,27,40.73261787,-73.99158043,In Service,1,13
358,Christopher St & Greenwich St,9,50,40.73291553,-74.00711384,In Service,1,39
359,E 47 St & Park Ave,52,64,40.75510267,-73.97498696,In Service,1,8
360,William St & Pine St,29,39,40.70717936,-74.00887308,In Service,1,7
361,Allen St & Hester St,8,43,40.71605866,-73.99190759,In Service,1,24
362,Broadway & W 37 St,44,57,40.75172632,-73.98753523,In Service,1,12
363,West Thames St,18,49,40.70834698,-74.01713445,In Service,1,30
364,Lafayette Ave & Classon Ave,6,27,40.68900443,-73.96023854,In Service,1,21
365,Fulton St & Grand Ave,16,31,40.68223166,-73.9614583,In Service,1,13
366,Clinton Ave & Myrtle Ave,25,33,40.693261,-73.968896,In Service,1,4
368,Carmine St & 6 Ave,26,39,40.73038599,-74.00214988,In Service,1,11
369,Washington Pl & 6 Ave,13,35,40.73224119,-74.00026394,In Service,1,19
372,Franklin Ave & Myrtle Ave,11,27,40.69454609,-73.95801365,In Service,1,16
373,Willoughby Ave & Walworth St,5,19,40.69331716,-73.95381995,In Service,1,13
376,John St & William St,7,43,40.70862144,-74.00722156,In Service,1,32
379,W 31 St & 7 Ave,41,42,40.749156,-73.9916,In Service,1,0
380,W 4 St & 7 Ave S,15,42,40.73401143,-74.00293877,In Service,1,27
382,University Pl & E 14 St,13,36,40.73492695,-73.99200509,In Service,1,20
383,Greenwich Ave & Charles St,10,39,40.735238,-74.000271,In Service,1,27
385,E 55 St & 2 Ave,27,29,40.75797322,-73.96603308,In Service,1,2
386,Centre St & Worth St,21,43,40.71494807,-74.00234482,In Service,1,22
387,Centre St & Chambers St,9,39,40.71273266,-74.0046073,In Service,1,23
388,W 26 St & 10 Ave,10,35,40.74971775,-74.00295035,In Service,1,25
389,Broadway & Berry St,24,27,40.71044554,-73.96525063,In Service,1,3
390,Duffield St & Willoughby St,13,31,40.69221589,-73.9842844,In Service,1,18
391,Clark St & Henry St,4,31,40.69760127,-73.99344559,In Service,1,26
392,Jay St & Tech Pl,11,35,40.695065,-73.987167,In Service,1,17
393,E 5 St & Avenue C,13,37,40.72299208,-73.97995466,In Service,1,24
394,E 9 St & Avenue C,15,34,40.72521311,-73.97768752,In Service,1,17
396,Lefferts Pl & Franklin Ave,2,25,40.68034242,-73.95576894,In Service,1,23
397,Fulton St & Clermont Ave,8,27,40.68415748,-73.96922273,In Service,1,15
398,Atlantic Ave & Furman St,4,31,40.69165183,-73.9999786,In Service,1,25
399,Lafayette Ave & St James Pl,18,27,40.68851534,-73.9647628,In Service,1,8
400,Pitt St & Stanton St,3,15,40.71926081,-73.98178024,In Service,1,11
401,Allen St & Rivington St,14,42,40.72019576,-73.98997825,In Service,1,26
403,E 2 St & 2 Ave,8,31,40.72502876,-73.99069656,In Service,1,20
405,Washington St & Gansevoort St,17,51,40.739323,-74.008119,In Service,1,34
406,Hicks St & Montague St,27,34,40.69512845,-73.99595065,In Service,1,6
407,Henry St & Poplar St,26,37,40.700469,-73.991454,In Service,1,10
408,Market St & Cherry St,8,23,40.71076228,-73.99400398,In Service,1,13
409,DeKalb Ave & Skillman St,6,19,40.6906495,-73.95643107,In Service,1,13
410,Suffolk St & Stanton St,19,45,40.72066442,-73.98517977,In Service,1,26
411,E 6 St & Avenue D,24,31,40.72228087,-73.97668709,In Service,1,6
412,Forsyth St & Canal St,10,29,40.7158155,-73.99422366,In Service,1,16
414,Pearl St & Anchorage Pl,15,24,40.70281858,-73.98765762,In Service,1,7
415,Pearl St & Hanover Square,21,42,40.7047177,-74.00926027,In Service,1,20
416,Cumberland St & Lafayette Ave,21,31,40.68753406,-73.97265183,In Service,1,7
417,Barclay St & Church St,0,0,40.71291224,-74.01020234,Not In Service,3,0
418,Front St & Gold St,5,23,40.70224,-73.982578,In Service,1,17
419,Carlton Ave & Park Ave,7,23,40.69580705,-73.97355569,In Service,1,16
420,Clermont Ave & Lafayette Ave,23,23,40.68764484,-73.96968902,In Service,1,0
421,Clermont Ave & Park Ave,9,19,40.69573398,-73.97129668,In Service,1,9
422,W 59 St & 10 Ave,52,79,40.770513,-73.988038,In Service,1,25
423,W 54 St & 9 Ave,26,27,40.76584941,-73.98690506,In Service,1,0
426,West St & Chambers St,19,29,40.71754834,-74.01322069,In Service,1,3
427,Bus Slip & State St,14,47,40.701907,-74.013942,In Service,1,31
432,E 7 St & Avenue A,26,31,40.72621788,-73.98379855,In Service,1,3
435,W 21 St & 6 Ave,12,50,40.74173969,-73.99415556,In Service,1,35
436,Hancock St & Bedford Ave,12,27,40.68216564,-73.95399026,In Service,1,15
437,Macon St & Nostrand Ave,6,24,40.68098339,-73.95004798,In Service,1,16
439,E 4 St & 2 Ave,26,39,40.7262807,-73.98978041,In Service,1,11
440,E 45 St & 3 Ave,24,32,40.75255434,-73.97282625,In Service,1,6
441,E 52 St & 2 Ave,38,40,40.756014,-73.967416,In Service,1,1
442,W 27 St & 7 Ave,45,51,40.746647,-73.993915,In Service,1,5
443,Bedford Ave & S 9 St,11,23,40.70853074,-73.96408963,In Service,1,12
445,E 10 St & Avenue A,48,79,40.72740794,-73.98142006,In Service,1,30
446,W 24 St & 7 Ave,43,47,40.74487634,-73.99529885,In Service,1,4
447,8 Ave & W 52 St,30,31,40.76370739,-73.9851615,In Service,1,0
448,W 37 St & 10 Ave,13,31,40.75660359,-73.9979009,In Service,1,17
450,W 49 St & 8 Ave,64,67,40.76227205,-73.98788205,In Service,1,3
453,W 22 St & 8 Ave,35,66,40.74475148,-73.99915362,In Service,1,31
454,E 51 St & 1 Ave,34,35,40.75455731,-73.96592976,In Service,1,1
455,1 Ave & E 44 St,39,59,40.75001986,-73.96905301,In Service,1,19
456,E 53 St & Madison Ave,10,35,40.7597108,-73.97402311,In Service,1,23
458,11 Ave & W 27 St,0,31,40.751396,-74.005226,In Service,1,30
459,W 20 St & 11 Ave,11,49,40.746745,-74.007756,In Service,1,34
460,S 4 St & Wythe Ave,16,25,40.71285887,-73.96590294,In Service,1,9
461,E 20 St & 2 Ave,20,56,40.73587678,-73.98205027,In Service,1,34
462,W 22 St & 10 Ave,21,25,40.74691959,-74.00451887,In Service,1,4
465,Broadway & W 41 St,32,39,40.75513557,-73.98658032,In Service,1,7
466,W 25 St & 6 Ave,16,35,40.74395411,-73.99144871,In Service,1,18
467,Dean St & 4 Ave,9,34,40.68312489,-73.97895137,In Service,1,20
468,Broadway & W 56 St,59,65,40.7652654,-73.98192338,In Service,1,4
469,Broadway & W 53 St,54,57,40.76344058,-73.98268129,In Service,1,0
470,W 20 St & 8 Ave,38,72,40.74345335,-74.00004031,In Service,1,29
471,Grand St & Havemeyer St,15,31,40.71286844,-73.95698119,In Service,1,15
472,E 32 St & Park Ave,41,55,40.7457121,-73.98194829,In Service,1,14
473,Rivington St & Chrystie St,17,38,40.72110063,-73.9919254,In Service,1,20
474,5 Ave & E 29 St,21,56,40.7451677,-73.98683077,In Service,1,34
476,E 31 St & 3 Ave,38,47,40.74394314,-73.97966069,In Service,1,6
477,W 41 St & 8 Ave,55,58,40.75640548,-73.9900262,In Service,1,3
478,11 Ave & W 41 St,9,37,40.76030096,-73.99884222,In Service,1,28
479,9 Ave & W 45 St,19,31,40.76019252,-73.9912551,In Service,1,12
480,W 53 St & 10 Ave,12,27,40.76669671,-73.99061728,In Service,1,12
481,S 3 St & Bedford Ave,20,25,40.71260486,-73.96264403,In Service,1,4
482,W 15 St & 7 Ave,30,77,40.73935542,-73.99931783,In Service,1,45
483,E 12 St & 3 Ave,8,34,40.73223272,-73.98889957,In Service,1,26
484,W 44 St & 5 Ave,24,46,40.75500254,-73.98014437,In Service,1,22
485,W 37 St & 5 Ave,35,40,40.75038009,-73.98338988,In Service,1,4
486,Broadway & W 29 St,33,41,40.7462009,-73.98855723,In Service,1,8
487,E 20 St & FDR Drive,17,34,40.73314259,-73.97573881,In Service,1,17
490,8 Ave & W 33 St,63,66,40.751551,-73.993934,In Service,1,3
491,E 24 St & Park Ave S,3,51,40.74096374,-73.98602213,In Service,1,44
492,W 33 St & 7 Ave,66,68,40.75019995,-73.99093085,In Service,1,1
494,W 26 St & 8 Ave,51,66,40.74734825,-73.99723551,In Service,1,14
495,W 47 St & 10 Ave,9,39,40.76269882,-73.99301222,In Service,1,28
496,E 16 St & 5 Ave,22,47,40.73726186,-73.99238967,In Service,1,22
497,E 17 St & Broadway,30,66,40.73704984,-73.99009296,In Service,1,35
498,Broadway & W 32 St,26,30,40.74854862,-73.98808416,In Service,1,4
499,Broadway & W 60 St,10,36,40.76915505,-73.98191841,In Service,1,25
500,Broadway & W 51 St,39,52,40.76228826,-73.98336183,In Service,1,13
501,FDR Drive & E 35 St,73,79,40.744219,-73.97121214,In Service,1,5
502,Henry St & Grand St,17,30,40.714215,-73.981346,In Service,1,13
503,E 20 St & Park Ave,15,31,40.73827428,-73.98751968,In Service,1,15
504,1 Ave & E 16 St,35,53,40.73221853,-73.98165557,In Service,1,14
505,6 Ave & W 33 St,34,39,40.74901271,-73.98848395,In Service,1,5
507,E 25 St & 2 Ave,27,45,40.73912601,-73.97973776,In Service,1,17
508,W 46 St & 11 Ave,0,25,40.76341379,-73.99667444,In Service,1,24
509,9 Ave & W 22 St,24,63,40.7454973,-74.00197139,In Service,1,38
513,W 56 St & 10 Ave,18,27,40.768254,-73.988639,In Service,1,7
514,12 Ave & W 40 St,10,52,40.76087502,-74.00277668,In Service,1,39
515,W 43 St & 10 Ave,23,35,40.76009437,-73.99461843,In Service,1,12
516,E 47 St & 1 Ave,18,31,40.75206862,-73.96784384,In Service,1,11
517,Pershing Square South,62,69,40.751581,-73.97791,In Service,1,4
518,E 39 St & 2 Ave,36,39,40.74780373,-73.9734419,In Service,1,0
519,Pershing Square North,64,69,40.751873,-73.977706,In Service,1,2
520,W 52 St & 5 Ave,11,41,40.75992262,-73.97648516,In Service,1,27
522,E 51 St & Lexington Ave,26,51,40.75714758,-73.97207836,In Service,1,24
523,W 38 St & 8 Ave,38,51,40.75466591,-73.99138152,In Service,1,12
524,W 43 St & 6 Ave,39,57,40.75527307,-73.98316936,In Service,1,17
525,W 34 St & 11 Ave,1,56,40.75594159,-74.0021163,In Service,1,52
526,E 33 St & 5 Ave,22,40,40.74765947,-73.98490707,In Service,1,18
528,2 Ave & E 31 St,32,39,40.74290902,-73.97706058,In Service,1,5
529,W 42 St & 8 Ave,38,41,40.7575699,-73.99098507,In Service,1,3
530,11 Ave & W 59 St,6,24,40.77149671,-73.99046034,In Service,1,17
531,Forsyth St & Broome St,16,39,40.71893904,-73.99266288,In Service,1,23
532,S 5 Pl & S 5 St,23,43,40.710451,-73.960876,In Service,1,20
533,Broadway & W 38 St,28,46,40.75299641,-73.98721619,In Service,1,16
534,Water - Whitehall Plaza,8,31,40.70255065,-74.0127234,In Service,1,20
536,1 Ave & E 30 St,4,29,40.74144387,-73.97536082,In Service,1,23
539,Metropolitan Ave & Bedford Ave,9,31,40.71534825,-73.96024116,In Service,1,19
540,Lexington Ave & E 29 St,24,30,40.74311555,-73.98215353,In Service,1,6
545,E 23 St & 1 Ave,3,27,40.736502,-73.97809472,In Service,1,23
546,E 30 St & Park Ave S,25,45,40.74444921,-73.98303529,In Service,1,17
2000,Front St & Washington St,14,30,40.70255088,-73.98940236,In Service,1,15
2002,Wythe Ave & Metropolitan Ave,11,27,40.716887,-73.963198,In Service,1,16
2003,1 Ave & E 18 St,27,54,40.73381219,-73.98054421,In Service,1,25
2005,Railroad Ave & Kay Ave,4,12,40.70531194,-73.97100056,In Service,1,8
2006,Central Park S & 6 Ave,38,49,40.76590936,-73.97634151,In Service,1,10
2008,Little West St & 1 Pl,3,24,40.70569254,-74.01677685,In Service,1,19
2009,Catherine St & Monroe St,15,35,40.71117444,-73.99682619,In Service,1,19
2010,Grand St & Greene St,0,0,40.72165481,-74.00234737,Not In Service,3,0
2012,E 27 St & 1 Ave,1,36,40.739445,-73.976806,In Service,1,35
2017,E 43 St & 2 Ave,35,39,40.75022392,-73.97121414,In Service,1,4
2021,W 45 St & 8 Ave,40,43,40.75929124,-73.98859651,In Service,1,1
2022,E 60 St & York Ave,29,33,40.759107,-73.959223,In Service,1,4
2023,E 55 St & Lexington Ave,22,36,40.75968085,-73.97031366,In Service,1,11
3002,South End Ave & Liberty St,6,25,40.711512,-74.015756,In Service,1,19
3016,Kent Ave & N 7 St,27,54,40.72036775,-73.96165073,In Service,1,24
3041,Kingston Ave & Herkimer St,3,24,40.67890679,-73.94142771,In Service,1,19
3042,Fulton St & Utica Ave,4,19,40.6794268,-73.9298911,In Service,1,11
3043,Lewis Ave & Decatur St,14,19,40.6814598,-73.934903,In Service,1,5
3044,Albany Ave & Fulton St,5,27,40.6800105,-73.938475,In Service,1,16
3046,Marcus Garvey Blvd & Macon St,13,19,40.682601,-73.938037,In Service,1,6
3047,Halsey St & Tompkins Ave,17,21,40.6823687,-73.944118,In Service,1,4
3048,Putnam Ave & Nostrand Ave,9,19,40.68402,-73.94977,In Service,1,7
3049,Cambridge Pl & Gates Ave,4,18,40.68488,-73.96304,In Service,1,13
3050,Putnam Ave & Throop Ave,15,21,40.6851532,-73.94111,In Service,1,4
3052,Lewis Ave & Madison St,10,23,40.686312,-73.935775,In Service,1,13
3053,Marcy Ave & Lafayette Ave,13,23,40.6900815,-73.947915,In Service,1,10
3054,Greene Ave & Throop Ave,9,19,40.6894932,-73.942061,In Service,1,10
3055,Greene Ave & Nostrand Ave,10,23,40.6883337,-73.950916,In Service,1,12
3056,Kosciuszko St & Nostrand Ave,12,23,40.69072549,-73.95133465,In Service,1,8
3057,Kosciuszko St & Tompkins Ave,3,18,40.69128258,-73.9452416,In Service,1,14
3058,Lewis Ave & Kosciuszko St,12,24,40.69237074,-73.93705428,In Service,1,7
3059,Pulaski St & Marcus Garvey Blvd,13,19,40.6933982,-73.939877,In Service,1,6
3060,Willoughby Ave & Tompkins Ave,8,19,40.69425403,-73.94626915,In Service,1,9
3061,Throop Ave & Myrtle Ave,15,21,40.69622937,-73.94371094,In Service,1,6
3062,Myrtle Ave & Marcy Ave,0,23,40.69539817,-73.94954908,In Service,1,23
3063,Nostrand Ave & Myrtle Ave,2,20,40.69527008,-73.95238108,In Service,1,15
3064,Myrtle Ave & Lewis Ave,15,23,40.69681963,-73.93756926,In Service,1,8
3065,Union Ave & Wallabout St,1,31,40.70029511,-73.95032283,In Service,1,29
3066,Tompkins Ave & Hopkins St,2,19,40.69957608,-73.94708417,In Service,1,16
3067,Broadway & Whipple St,0,27,40.7016657,-73.9437303,In Service,1,22
3068,Humboldt St & Varet St,3,42,40.7031724,-73.940636,In Service,1,38
3069,Lorimer St & Broadway,16,29,40.70411791,-73.94818595,In Service,1,10
3070,McKibbin St & Manhattan Ave,5,23,40.70510918,-73.94407279,In Service,1,15
3071,Boerum St & Broadway,13,19,40.70538077,-73.94976519,In Service,1,6
3072,Leonard St & Boerum St,15,24,40.70583339,-73.94644578,In Service,1,9
3074,Montrose Ave & Bushwick Ave,25,42,40.70767788,-73.94016171,In Service,1,17
3075,Division Ave & Marcy Ave,28,33,40.70708701,-73.95796783,In Service,1,5
3076,Scholes St & Manhattan Ave,26,36,40.70870368,-73.9448625,In Service,1,10
3077,Stagg St & Union Ave,23,33,40.70877084,-73.95095259,In Service,1,10
3078,Broadway & Roebling St,18,27,40.70924826,-73.96063149,In Service,1,9
3080,S 4 St & Rodney St,13,21,40.70934,-73.95608,In Service,1,6
3081,Graham Ave & Grand St,19,29,40.711863,-73.944024,In Service,1,9
3082,Hope St & Union Ave,18,25,40.71167351,-73.95141312,In Service,1,7
3083,Bushwick Ave & Powers St,23,32,40.71247661,-73.94100005,In Service,1,9
3085,Roebling St & N 4 St,5,25,40.71469,-73.95739,In Service,1,17
3086,Graham Ave & Conselyea St,14,30,40.715143,-73.944507,In Service,1,15
3087,Metropolitan Ave & Meeker Ave,23,30,40.71413311,-73.95234386,In Service,1,7
3088,Union Ave & Jackson St,13,19,40.7160751,-73.952029,In Service,1,6
3092,Berry St & N 8 St,0,27,40.7190095,-73.95852515,In Service,1,26
3093,N 6 St & Bedford Ave,1,28,40.71745169,-73.95850939,In Service,1,25
3094,Graham Ave & Withers St,6,18,40.7169811,-73.94485918,In Service,1,12
3095,Graham Ave & Herbert St,12,26,40.71929301,-73.94500379,In Service,1,14
3096,Union Ave & N 12 St,27,39,40.71924,-73.95242,In Service,1,11
3100,Nassau Ave & Newell St,23,51,40.72481256,-73.94752622,In Service,1,28
3101,N 12 St & Bedford Ave,9,27,40.72079821,-73.95484712,In Service,1,17
3102,Driggs Ave & Lorimer St,21,27,40.72179134,-73.9504154,In Service,1,6
3105,N 15 St & Wythe Ave,5,24,40.724055,-73.955736,In Service,1,17
3106,Driggs Ave & N Henry St,19,22,40.72325,-73.94308,In Service,1,3
3107,Bedford Ave & Nassau Ave,2,39,40.72311651,-73.95212324,In Service,1,37
3108,Nassau Ave & Russell St,25,51,40.72557,-73.94434,In Service,1,26
3109,Banker St & Meserole Ave,10,31,40.72606,-73.95621,In Service,1,19
3110,Meserole Ave & Manhattan Ave,14,28,40.72708584,-73.95299117,In Service,1,12
3112,Milton St & Franklin St,22,33,40.72906,-73.95779,In Service,1,11
3113,Greenpoint Ave & Manhattan Ave,13,27,40.73026,-73.95394,In Service,1,8
3115,India St & Manhattan Ave,18,50,40.73232194,-73.9550858,In Service,1,29
3116,Huron St & Franklin St,8,35,40.73266,-73.95826,In Service,1,27
3117,Franklin St & Dupont St,21,27,40.73564,-73.95866,In Service,1,6
3118,McGuinness Blvd & Eagle St,21,42,40.73555,-73.95284,In Service,1,20
3119,Vernon Blvd & 50 Ave,24,45,40.74232744,-73.95411749,In Service,1,21
